content,time
加油啊！不要放弃啊！执笔的大哥哥！[支持],2020-04-03 09:26:13
wjb已经开始洗白了开始洗白了开始洗白了！！！！太可怕了，竟然还有人为wjb说好话？？？,2020-04-03 08:24:57
弹幕问我们能做什么？真是笑死我了！还用说吗？点赞扩大这个视频能被人看到的可能性转发，让更多人看到这个视频以及把这个视频下载离线，如果被BAN了，继续发！,2020-04-02 20:29:39
加油！,2020-04-03 17:41:16
某些人有本事别点踩tag别恰烂钱[再见],2020-04-02 20:23:38
BV1og4y1b7ve 大家看这个最新的！,2020-04-02 19:42:37
加油,2020-04-03 17:42:18
自我推销！甚至我还刚看过，我说咋内容这么眼熟[笑哭]加油啊！又一位执笔的大哥哥！[支持],2020-04-03 09:40:16
五个月之后，再次在首页看到这篇视频。我爱小破站[热词系列_爱了爱了],2020-04-02 15:31:23
兄弟 豫章学院这个事没得洗 还有以前的老师是真的好 以前读书老师比家长还有威慑力,2019-11-01 08:34:17
可以看看燃茶哥哥的早期视频，有一期就是关于豫章书院的。,2020-05-09 06:58:20
"有个不熟的同学，家里有钱不怎么来上课，刚刚晚修老师来和我们说她被送到成都的学校去了，最近一定很痛苦。因为不听话老师不怎么喜欢她，去的学校说是早上直接来三个人把她绑去的，到下午五点才打电话给家长说是到地方了。
应该是前两天的事情。 ",2020-04-19 00:14:14
你们班里现在怎样了，如果发生在我们班，绝对的，全班冲出去了,2020-04-19 00:53:15
回复 @一条咸鱼是善睐 :父母工作又是为了什么呢？既然自己管不来何必工作呢？何必要孩子呢？[疑惑]还这么七搞八搞，养活这么一堆神经学校,2020-05-01 09:32:04
回复 @Ultron_hyy :也刚出学校，在班上仔细问了其他同学能不能联系到她，都说不能。个人感觉主要在父母吧，忙工作不管孩子，孩子出问题自己管不住就强行送特殊学校，能生小孩的人不一定能做父母。,2020-05-01 09:11:12
我先前并不知道这事，但现在知道了也有些后怕，我看完视频也是很恨所谓的杨永信，但我仔细细想，却有些细思极恐，首先，我们肯定知道豫章书院是用暴力戒网瘾，但是他这么做是没有任何意义的，科技是在进步的，只要地球上还有人类，肯定是要经过网络时期，这是不可避免的，网瘾的出现是肯定的，而且这些家长有些明知孩子会被打还坚持送到学校，这是何等恐怖，但我最好奇的是杨永信是如何做到能说服这么多的家长送孩子去学校，不知他是如何做到的，况且一所暴力学校能开这么多天还具有如此之影响力，这么多学生被殴打出校后竟没人在意！(在这里非常感谢up)，我不经要质疑一下当时的社会（我并没有针对谁，因为我也知道的不多，如有不同意见请各位大佬多多提出，请勿喷，谢谢）,2020-04-18 22:41:24
大概都是一些文化素质低的父母，他们对于孩子是没有爱的，他们的教育观念就是育儿养老，孩子必须听父母的话，教不听就打，再不听就更严厉的打。我听长一辈讲他们小时候的故事，打孩子是很正常的事情，有的孩子被捆在树上抽，然后全村人去围观。这些都是比较老的故事了，即便随着国家的发展人们的观念在不断进步，但是这些旧的观念总会残留。,2020-04-23 16:55:06
"他们不是退却，而是在等待，就像人们的视野盲区的蛆虫一样，在等待一个时机，当记得这件事的人越来越少时，他们又会像食物上的霉菌一样在这个世界上蔓延，只有阳光才能抑制其生长
    所以，热度绝对不能凉，不然这群没人性的东西又要重操旧业霍霍青少年了[无语]",2020-04-17 22:58:41
我刚刚在基维百科里面看到了‘’中华人民共和国虐待儿童事件”我一点开，第一个是杨永信，第二个是浙江温岭虐童事件，第三个是豫章书院。真是丢了全中国的脸!,2020-04-15 19:12:24
希望终有一天，给他们应有的惩罚!,2020-04-15 19:13:40
你这样的天使，我tm见一个爱一个！[doge],2020-04-04 02:49:50
时间来到祖国4.4公祭日的前夕，这件事情的热度已经基本减弱八分。但是还是有人试图撑起一片天。希望这场没有硝烟的战争能够以好的结局收场。,2020-04-03 23:03:11
你把黑暗揭给我们看，你用自己的努力照亮黑暗。你是光，谢谢你,2020-04-03 22:47:09
现在是4月3日在B站中看到一位UP主3月30日发布视频说在成都有,2020-04-03 15:00:38
我也去过这样的学校，呆了四个多月上个月刚回来，怎么说呢，确实挺黑暗的，很多呆久了都麻木了。,2020-04-03 14:19:59
加油，不要留下心理阴影，大家都在,2020-04-03 17:44:54
如果说豫章书院是硬暴力，那么变形记就是软暴力[捂脸],2020-04-03 13:09:58
魏家夫，这名字好好听,2020-04-02 15:27:25
魏家夫，当代鲁迅,2020-04-03 17:59:40
直到现在还有人在洗白， 这是我在另一个抵制豫章书院的阿婆主里看到的评论，唉！(你們這些小孩子不要把自己的錯怪在學院的頭上，我們支持豫章學院，如果不是你們這些小孩自己廢物我們大人會把你們送到學院嗎？還望你們不要妄自菲薄，身為一個家長，我只能告訴你們生你們是為了養老，古語養兒防老不是為了你來坑我們大人的，小孩子就該吃苦，吃得苦中苦方為人上人，受不了苦吃不了疼的小孩子養老幹嘛？沒讓你們自身自滅就不錯了，生在福中不知福的東西),2020-04-02 13:57:10
放心啦，大家都不傻的，那些fw就是挑衅然后如果有人骂，他们就会举报封号，一些为了火的废物而已，不能流芳百世，他们就选择遗臭万年[抠鼻],2020-04-02 22:13:38
回复 @挑灯看剑-吟啸徐行 :哦哦（⌒▽⌒）谢谢,2020-05-06 18:44:25
这些用繁体骂人的话举报就行,2020-04-03 17:58:59
我上学上到现在，实在无法理解吴军豹没有进监狱?平常死一个人就报道判刑。怎么到这里就不判了?是谁在当保护伞?当地教育局吗?在我的认知中唯一有联系的就是教育局了，毕竟学校。真的很难理解这个，我只希望吴军豹能判死刑。如果吴军豹不被判刑。那当地的官，能叫官吗？另外到底是不是真的。我是真的无法对这种事情相信。太打破我对社会的认知了。甚至让我觉得外国能持枪是应对社会潮流的，毕竟能让别人直接打死。,2020-04-02 06:41:32
现在，它还没结束。,2020-04-01 21:31:22
2020.4.1,2020-04-01 20:24:01
我不知道我能为阿婆主做什么，但是我已经把这些视频转发，然后已经给自己的朋友发了这一个，希望他们一起帮忙，这是我们唯一能为阿婆主做的了,2020-04-01 20:15:06
顶起来,2020-04-01 17:57:59
有一份光 发一份热。,2020-04-01 17:42:39
大家可以把他录下来，如果温柔的被强行下架了，我们可以有有力的证据,2020-04-01 17:39:47
加油up，一直支持你。,2020-04-01 11:45:59
来挺热度了，加油,2020-04-01 10:14:18
加油,2020-04-01 09:47:25
我就纳闷国家为什么不管？但凡花点心思调查一下也把这鬼书院关喽,2020-04-01 09:37:12
因为后面的关系网吧，能开这种学校，后面少不得有人撑腰,2020-04-01 11:12:09
吴军豹去死吧,2020-03-31 19:42:14
最新消息:豫章书院法人已经被刑拘，希望尽快宣判！！！大快人心！,2020-03-31 18:33:02
回复 @莫不是晴天 :赞！！！,2020-04-03 00:21:44
回复 @100千克 :我也是举报人之一，公安局打的电话，法人已被刑拘，询问是否满意,2020-04-01 10:24:42
回复 @100千克 :真的，公安局给我打的电话,2020-04-01 10:22:59
微博为什么要限评，为什么要帮他们。求答,2020-03-31 17:50:22
微博太注重短期利益了，甚至为了利益可以放弃对一件事情的价值考量，花钱可以买热搜，花钱可以压热度。唉……,2020-03-31 18:40:44
估计是豫章书院那边付了钱吧。,2020-03-31 18:35:20
只有无能的家长才会把孩子送给别人管教,2020-03-31 16:02:04
加油！！！,2020-03-10 21:07:10
加油！！！,2020-03-10 21:00:07
其实不止这些。。希望大家都可以默默支持，尽管自己现在可能并不能做什么，我现在最大的支持就是刷这个视频点赞评论了。这个世界其实没有想象的那么美好，希望大家不要忘记。（从小学开始憎恨一个暴力对待学生的老师，高中了，这个老师本性依旧并且没有受到任何制裁）[小绿和小蓝_直接躺平],2020-03-10 17:33:47
也许像我这样遭受这种事情会自闭自卑的人比较多吧，不然为什么没有那么多人发声。我很憎恨，却又无奈。。而且这么多年过去了我也没有什么证据了,2020-03-10 17:37:13
我把这件事说给我妈。我妈竟然说是那些学生自己有问题？,2020-03-31 15:01:12
为什么还有踩tag的[吐],2020-03-30 20:21:18
没人性的东西，它们没救了,2020-03-30 21:38:06
毒奶粉你沉默，因为你孩子喝进口奶粉。毒疫苗你沉默，因为你孩子幸免。p2p爆雷你沉默，因为你没投资p2p。豫章书院你沉默，因为你孩子上了优秀的学校。大部分国人及其短视，只要自己暂时不是受害者一方，或是暂时安全的，就不觉得公平法制的重要。殊不知没有法制，没有一个人是安全的，总有一天每个人都会变成受害者，只是早晚问题,2020-03-30 19:12:21
现在是2020年3月30日，谁还记得,2020-03-30 16:51:26
我[doge],2020-03-30 17:05:39
我之前开通了天眼查看了一下，发现吴军豹的资产都转移到了两家公司，一家叫江西职义网教育咨询有限公司，其中之前豫章的副校长任伟强、潘尚东等人还都挂在那家公司名下。还有一家公司叫江西省斯觉堂研习旅行社有限公司，这家公司也在今年大换血，吴军豹以百分之四十多的股份成为主要股东。可以讲现在的文渊堂已经成为空壳了。我希望up主能看见的话，请告知志愿者们，提供一个调查方向。如果有记者朋友们就更好了，龙悔、豫章虽然已经搬空，但是周围的居民是不会一无所知的。只不过他们要么是帮凶要么是沉默，如果能够采访一下他们会不会有更多信息。我现在不在南昌，看到豫章的事就是干着急，希望有更多受害者站出来，提早进入诉讼程序。（转载）,2020-03-30 08:15:45
2020.3.29事件还没有解决，大家要一起加油啊！！！！！持续关注事件，不要让事件淡出我们的视野。小破站没有压热度，站友们冲鸭！！！！！！！！！！奥利给！！！[加油][加油][加油],2020-03-29 21:02:33
娱乐啥的很容易上热搜，民生问题太不容易了,2020-03-28 16:26:44
国家都不出面，只能说是小打小闹，央视压根没想管，人家有上面有人。人家有底牌，你没有。你没有关系你能咋样，这就是中国的国情，有钱有权可以摆平一切，要从根本找问题，要用法律的武器保护自己。,2020-03-28 12:04:48
"只能说是一种可笑的家庭教育失败，父母无法管教上网成瘾的孩子，将他送给一所教育机构戒除网瘾。那么为什么会有网瘾？归根究底，还是开始的时候就缺少教育，从来没有天生就是长歪的大树，谁不想挺直身体。
家长也不去想想，自己费尽心思也戒不掉孩子的瘾，这所谓的豫章书院怎么才能通过正常手段戒除？
自己种下的因，也要自己承担后果。
但是有一说一，家庭教育是根源，但是趁机牟利的豫章书院也不是什么好鸟，作为执行者，他们比家庭教育的失败更令人愤怒，体罚不能成为教育的主流，它只会激起更大的叛逆，或者更大的悲哀。
我不想说家庭教育的失败，这是一个长久的问题，需要从长计议，没有完美的教育，只有合适的教育，这注定是漫长的道路。当务之急是处理豫章书院这一类的机构，不仅孩子受到伤害，甚至连志愿者也被威胁。
何其可笑，连英雄都无法生存，何其可悲，黑暗威胁着每个人，却无人反抗。我不希望这种事发生，所以我希望一切都可以公之于众，愿这世间不存在希望的光芒，只因我们一直处于光明",2020-03-27 13:08:02
"这几天，大家晓得，在江西出现了历史上最卑劣最无耻的事情！子沫究竟犯了什么罪，竟遭此毒手？她只不过用笔写写文章，用嘴说说话，而她所写的，所说的，都无非是一个没有失掉良心的中国人的话！大家都有一支笔，有一张嘴，有什么理由拿出来讲啊！有事实拿出来说啊！为什么要打要杀，而且又不敢光明正大来打来杀，而偷偷摸摸的搞水军！这成什么话？ 今天，这里有没有吴军豹的特务？你站出来！是好汉的站出来！你出来讲！凭什么要逼死子沫？害死了人，又不敢承认，还要诬蔑人，无耻啊！无耻啊！这是某书院的无耻，恰是子沫的光荣！
　　子沫自杀的消息传出以后，大家听了都悲愤痛恨。我心里想，这些无耻的东西，不知他们是怎么想法，他们的心理是什么状态，他们的心怎样长的！其实简单，他们这样疯狂的来制造恐怖，正是他们自己在慌啊！在害怕啊！所以他们制造恐怖，其实是他们自己在恐怖啊！吴军豹的特务们，你们想想，你们还有几天？你们完了，快完了！你们以为请几个水军，收买微博，就可以了事，就可以把人民吓倒了吗？其实广大的人民是打不尽的，杀不完的！要是这样可以的话，世界上早没有人了。
　　你们害死一个子沫，会有千百万个子沫站起来！你们将失去千百万的人民！你们看着我们人少，没有力量？告诉你们，我们的力量大得很，强得很！看今天来的这些人，都是我们的人，都是我们的力量！此外还有广大的市民！我们有这个信心：人民的力量是要胜利的，真理是永远存在的。历史上没有一个反人民的势力不被人民毁灭的！希特勒，墨索里尼，不都在人民之前倒下去了吗？翻开历史看看，你们还站得住几天！你们完了，快了！快完了！我们的光明就要出现了。我们看，光明就在我们眼前，而现在正是黎明之前那个最黑暗的时候。我们有力量打破这个黑暗，争到光明！我们的光明，就是你们的末日！
　　子沫的血不会白流的！子沫赔上了这条性命，我们要换来一个代价。我们有这个信心！
　　吴军豹挑拨离间，卑鄙无耻，你们看见子沫死了，热度下去了，便以为我们没有力量了吗？吴军豹特务们！你们看见今天b站的几万青年，又握起手来了，我们决不会让你们这样蛮横下去的！
　　吴军豹，你看见一个倒下去，可也看得见千百个继起的！
　　正义是杀不完的，因为真理永远存在！
　　历史赋予我们的任务是争取民主和平，我们必须完成这任务！
　　我们不怕死，我们有牺牲的精神！我们随时像子沫一样，前脚跨出大门，后脚就不准备再跨进大门！",2020-03-27 03:31:01
建议让xz粉丝把豫章冲了,2020-03-23 11:03:22
希望这种恶劣的事情越来越少吧[笑],2020-03-10 17:37:41
温柔加油,2020-03-10 15:30:58
温柔这个名字我是在网上找豫章书院时听到的，今天才看到您的视频，加油啊！支持你！！！,2020-03-09 15:11:43
支持你，这个社会太缺少正能量了，加油,2020-03-01 22:09:37
温柔加油！,2020-02-29 22:25:36
支持up主，跟黑恶势力斗争到底,2020-02-23 15:10:46
其实家长没多么伟大，16那年想送我去，我拿刀（菜刀）当场往手上划了一刀。。。。她怂了,2020-02-20 10:26:01
要坚强兄弟,2020-02-20 21:46:33
请帮忙传播！错误消息传播太严重了！“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！详情可以看cv3880828！                                                          希望大家加油！你我皆是一束光，聚集一起足以成为光之巨人！！（麻烦大家复制一下，拜托了（复制）,2020-02-19 17:56:57
现在豫章书院的热度差不多凉了(´･_･`),2020-02-18 16:53:46
真正的，拥有大量粉丝的，明星、网红，不发声，正义就难以伸张。正义如果沉默，邪恶就胜利了。 如果不是最近关注疫情消息比较多，我也不会知道这个up主，更不会过多关注b站。所以我觉得大网红，大流量明星们，真的应该做一点，对社会有贡献的事情，不要让这种危害他人生命安全的事情如此的肆无忌惮。,2020-02-12 01:02:40
发声没用，行动才有，必须流血,2020-02-12 12:30:58
"我妈：这种学校就是用来管教你这种孩子的，我应该把你也送进去，借钱也要把你送进去。
我：他们搞电击疗法诶，你去摸摸电线试试？
我妈：对啊！就是得电击，我为什么要摸电线？",2020-02-07 13:22:50
我再顶！决不能让这件事就这么沉下去！#豫章书院#,2020-02-06 21:48:21
在这说下前排那些热评 不用把那种武校跟这种没人性的学校比 虽然 我是从嵩山武校成功逃跑出来的。但我还是有些后悔吧 那里面也没有那么不堪，不是说天天挨打啥的 我只被打过一次，辈子没叠好。被送去武校的都是家里不上学不听话的吧  在那你只要不跟教练对着干，也就每天训练苦点累点，如果你跟教练关系搞得好偶尔还有烟抽。 总之我想说的是 武校是武校 不等于杨永信或者视频里的这种 武校是个能磨人脾气的地方 对以后进社会还可能有点帮助。看你个人怎么想吧，怕吃苦在哪都觉得是折磨。,2020-03-22 10:56:27
其实教练一般也就19到20过一点吧 他们都是练过至少七八年的 理解我们 跟我们还是能沟通的 没这种地方那么不堪,2020-03-22 11:08:59
那里面确实有像热评那人说的那样的 打的大腿肉股出来 黑紫黑紫的。但是只有犯大错的时候 我亲眼见过 但是他是因为之前跑出去了 被找回来（挨棍了 教练打得）之后第二次跑的时候为了拿自己的东西给教练柜子砸了（东西全在教练保管）还顺手拿了教练1500现金。这次是没跑出去在学校被抓了，是部长亲自来打的（管教练的，有的教练经常被部长骂的很惨的），我们教练当时抱着一捆棍子部长打断一根就去拿 最后我们教练都不想给他了。,2020-03-22 11:06:40
我爸妈因为我不够听话，无数次说要把我送进少年犯监狱好好改造，还特意绕路去监狱门口给我看，平时他们说错什么我就绝对不能反驳，我是一个女生，我妈在我小学的时候因为看言情威胁我要把我丢给流浪汉qj.....虽然是吓唬我，但真的阴影很深，导致我现在非常神经质，我一激动他们就骂我，前天打我吧拖把打断了，我已经高中了啊.....还在挨打。同龄人能做的事我都不能做，上网也只敢抽他们没注意我的时候上.....,2020-03-20 09:07:21
热度要掉了！！！,2020-03-16 19:39:10
长沙市长沙县春华镇百熙村长沙志和培训学校，跟这个一模一样！那里也有80多个花季少年少女！跟豫章书院一模一样！父母全部被蒙在鼓里！求求广大网友救救他们！源自:水水诺,2020-03-15 19:49:30
2020了，人肉犯法了[OK],2020-03-11 23:47:04
戒网瘾学校需要有标准，而我有成功戒网瘾的经历，将网瘾转化成超强的编程能力，我想开一所戒网瘾学校，试验这个思路，取代豫章这样的暴力学校。,2020-03-11 11:22:22
现在是2020.02.05，在首页看到这个，B站nb,2020-02-05 01:59:07
我记得有个国漫好像叫理想禁区，就是讲的这个但是没发出来几个月就别禁了。,2020-02-04 16:52:42
好看,2020-02-04 22:53:41
等待着那个最终的结果，，，如果可以结束的话,2020-02-03 15:48:08
……歪歪斜斜的每页上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”！,2020-02-03 12:45:38
真的太可笑了，我一直是一个看热闹的态度去关注这件事，可是当我也被送去类似的学校，在看这个视频是真的笑不出来了，有些事情真的不存在感同身受，只有亲身经历了才会明白这个世界有多么黑暗。,2020-02-03 04:26:56
我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着‘仁义道德’四个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是‘吃人’！,2020-02-02 00:58:43
各位B站的观众以及阿婆主们，我需要你们的力量，吴军豹只是个替死鬼，真正的幕后黑手是一个组织，我们暂时称这个组织为黑震（Black Shocker）是一个神秘组织虽然跟诈骗集团相似，但是比诈骗集团，更可怕，建设了无数的网戒学校，通过各种宣传忽悠家长付下高额的学费所以说是另外一种角度的诈骗，所以说现在我们应该黑这个组织，这样才能让热度升过来,2020-01-11 14:58:11
距离全国两会也不远了，大家有空来写一封信吧，让国家重视这类事件。多一封留言，国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm,2020-01-10 14:32:43
“在德国，起初他们追杀共产主义者，我没有说话——因为我不是共产主义者；接着他们追杀犹太人，我没有说话——因为我不是犹太人；后来他们追杀工会成员，我没有说话——因为我不是工会成员；此后他们追杀天主教徒，我没有说话，因为我是新教教徒；最后他们奔我而来。却再也没有人站出来为我说话了。”,2020-01-05 23:17:14
我有个朋友，大概四五年前被送去戒网瘾，回来后手机碰都不敢碰，人的性格也都变了，纯粹变了个人[捂脸],2020-01-05 09:48:26
有知道吴军豹和杨永信的家庭住址吗？知道的请私信给我，谢谢🐾️🐾️,2020-01-04 16:10:43
突然想到一句话……“如果孩子可以选择父母，那一定有很多父母会没有孩子。”,2020-01-04 11:38:06
"bilibili2019年度报告：2019年11月6日，你和1,292,673位小伙伴一起给这个视频投了币，在哔哩哔哩你并不孤单:
当事人告诉你豫章书院事件的完整始末!
为众人抱薪者，不可使其冻毙于风雪
不吃人血馒头是经商底线[支持][支持][支持]",2020-01-02 21:22:13
现在豫章书院已经转移到：南昌龙悔心理教育专修学校，毕竟法人都是吴君豹，虽然改了名字，但是这个学校本质上还是和豫章书院是一样的，希望大家能扩散开让更多人知道！#豫章书院#,2019-12-22 01:41:58
暴走大事件5季36期无需解压直接看https://pan.baidu.com/s/1n-Cm5XorYHbkgEsGiWD9mA 提取码:qdkq,2019-12-19 20:59:02
兄弟们顶我上去,2019-12-19 20:59:11
居然看到了不少五级号发的震碎人三观的评论[无语],2019-12-05 14:13:39
建议把这件事改成电影，影响肯定大,2019-12-04 15:22:36
这些家长就知道甩锅，自己不教孩子，甩锅给老师，给学校，甚至把孩子送到这些暴力虐待性质的地方。真是可怕,2019-12-02 22:09:17
up强啊，真的感谢他以一人之力改变了整个局面。我也是一个素质教育学校的被害者，我是在成都的某素质教育，里面的人员是非常混乱的，有来自其他许多学校的，我也了解了不少事情。我曾是好学生，但因和父亲闹矛盾，因 。母亲生病沉迷lol，我毫不知情被送了进去。我记得最清楚的是他们在媒体曝光其他学校后，不敢那么凶地打人了，但是体罚很重，蹲凳子，拳头撑，水泥地低姿。。。。我记得最清楚的是教官让我们喝下一整盆水，没错，大约5000ml吧，记得当时把胃都吐空了。还有里面的学生欺负那些智力有问题的，把脏东西（护眼，我不想说）混合的东西灌进他们嘴巴，打他们，不让睡觉。我因为比较老实加上近两年曝光，我妈妈一直担心我，教官打我比较少，但其他同学有父母允许拼命打得。里面还有来自成都junyi的学生，军仪的教官，那里真的就和tg武校，yz书院一样恐怖了甚至更惨，我只听他们说打人那种打残过。那个女教官看不下去了，还拉着CD商报和华西都市报的记者开车冒着生命危险抢了两个女生出来。CD这样的学校太多了，学生也太多了，至少50所在CD。希望看到的顶一下，让更多的人看到。我已经家破人亡了，希望更多人能活的比我精彩，别像我一样了。,2019-12-02 07:57:21
"说到救救孩子，我就想到感觉那些熊家长的目前情况：
动画动漫：救救孩子
游戏娱乐：救救孩子
家庭教育：关我屁事
家庭暴力：关我屁事
校园霸凌：关我屁事
电暴治疗：务必支持
智商税务：关我屁事
引导不当：关我屁事
孩子犯熊：孩子而已
他们这样是要给全国人民谢罪的！",2019-11-30 11:06:32
"近期看到了豫章书院一事 
知晓后 内心久久不能平静

相比于这些落后的教育 

更让人可悲的是那些亲手把自己孩子送进去 还说为他好的家长
 
正是落后的家庭教育（一切都是为你好，你是我生的打死你都是天经地义等等荒谬思想）孕育了落后思想的家长  也正是这些“一切都是为你好”的家长  养活了这些挂羊头卖狗肉的恶人  

 如果我们每个人选择了沉默那么这就会形成一个恶性循环  
 落后的的教育思想 灌输给孩子 ， 孩子接受极其落后的思想教育，
最后反馈给社会和个人的家庭剩下的只有满满的负能量和无数的罪恶

如果每一个人都抱着“反正不是我“”我没有说话“ 的心态，来对待那些就发生在你身边的骇人听闻的事件，

那么下一次受害的不会只是未成年 任何只要是 “不听话”的人都可以 成为这些恶人敛财的对象 可以是你的老公 你的父母 你的朋友 你的亲戚 只要是能喘气儿的就行
 
当不再有人敢发声的时候 这个时候 已经没有人可以为你发出正义的呼声！

为此我花了不少时间做了一期视频 为的只是把热度传递下去 贡献自己微薄的力量 唤醒那些还在沉睡的人们   

https://www.bilibili.com/video/av77348970

温柔up主加油 所有为正义而战的人加油！！！ 
不要沉等待正义审判的到来",2019-11-29 14:36:25
新时代了。,2019-11-29 20:46:11
保护我方up！,2019-11-25 19:08:15
我这暴脾气，空间微博转起,2019-11-25 19:07:05
av1822394，这是我看到全网络最权威，中央新闻调查的视频，全程42:59，记录了所有所有证据，希望真正应援的友军看完以后能把我顶上去可以，拜托了,2019-11-25 18:56:43
"想要破除这些歪门邪道思想最重要的是观念改变，通过暴力体罚孩子最后教育出来的只有2种结果:1是唯命是从的老实人，进了社会后被各种形式的欺负和打压，最后受不了想不开报复社会或自杀
2是同样崇尚暴力的暴力狂，喜虐待万事万物，每天都有无穷无尽的戾气和怒火要发泄，通常这种人的归宿只有监狱",2019-11-24 08:50:02
举报一下这个水军:https://space.bilibili.com/471309591?share_medium=android&amp;share_source=copy_link&amp;bbid=XY4FA4A44BF5461BAF7F055DCE1A8AA2103DA&amp;ts=1574138635288,2019-11-19 12:48:12
热度下来了什么阿猫阿狗都自诩大义了么 支持你 它的全部内容已举报,2019-11-19 13:00:06
想起几年前的一则新闻，一个局长去小卖部抢东西，小卖部店长说要报警，局长一脸不屑，最终小卖部店长说了一句话让局长把东西还了，这句话是“我要找记者”。原来社会对人的约束力最大的不是法律，而是社会自己。,2019-11-09 21:51:42
希望中国的所有民众都可以摆脱冷气 不仅是我们青年 家长们更需要懂事理 这个社会再炎凉 但也请你们不要对自己的孩子恶意,2019-11-09 15:55:15
渣浪压热度又在百度发了一篇“某事件为什么只在B站火了”的文章要洗白[嫌弃],2019-11-09 11:15:06
"点赞也要继续，加油！
给各位用户的建议遇到捣乱的积极举报，风纪委员绝不手软！
志愿者加油！我能帮的只有这些了！（此”豫章书院”为南昌市青山湖区豫章书院修身教育学校）
正义可能会迟到，但迟到的不一定是正义，还有道德的制裁！
给那些捣乱的人一些建议：第一这个学校虽然倒闭了，但只是关停，谁知道他会不会再开一个。第二，（不排除还有类似其他学校）假设他开了新的继续害学生你是不是应该对你现在的话负责？第三，这可能蹭热度，也是接力，所有的视频接力最终都会汇集到开头，也就是温柔那边。倘若他只是一个人而不是一个团队他能撑到现在？第四，事情要让更多人看到，就必须扩散开来（对手是一个有钱的，而我们只是普通人），温柔一个人是很难做到的，这也是为什么很多UP发类似视频的原因。第五，请不要用不确定的语气或者用肯定的语气诱导他人，这样会引起别人误会。第六，请遵守评论礼仪。
————————————风纪委员绝世倾寒敬上
不光相信还要声援的路过。
这一次发出声音，你也能成为光。
因为曝光豫章书院，我朋友被逼到自杀av73372900当事人告诉你豫章书院完整始末av73836578
豫章书院前身：“南昌龙悔心理教育专修学院”实则已经吊销，现在名为“堂渊文”，“堂渊文”高管和大股东都是吴军豹，并且该公司在2019年依旧在申请“豫章书院”商标！但是近日，“堂渊文”的高管和股东中吴军豹的名字消失了，取而代之是名为“胡赢风”的人名！
距离全国两会也不远了，大家有空来写一封信吧，让国家重视这类事件。多一封留言，国家就多一份关注！http://www.gov.cn/hudong/xzlwh.htm
(速转!）（转）
还有无菌包开始B站水军了大家注意！",2019-11-08 23:10:33
最近关于豫章书院相关的视频，温柔的视频和b战小up主们的视频热度越来越差了，难道这阵风还未曾发展成台风就已经停了么。难道连蔡徐坤的鸡你太美都干不过么，网络真就不能靠群众不靠大V掀起波澜么，为什么大up  大V不能发一条视频，吴军豹真就后台硬么？？？希望大家支持一个温柔JUNZ  up的视频，包括b战小up主们的接力和科普视频，也希望可以支持一下我的视频AV74244414    AV74402538  最后说一句：小破站加油！！！,2019-11-08 22:34:30
在这个娱乐至死的时代，正能量反而不会被重视太久,2019-11-08 23:07:43
什么网瘾，那就是狗屁，原来我也是爱手机如命，天天玩，不玩不舒服，结果现在拿着手机除了看小说刷b站，做点暖暖任务，都不知道做什么了，最多听歌或者写写脑洞打发时间，什么东西接触少，越是吸引人，腻了自然放下了,2019-11-08 20:58:13
"：各位！！！！！
豫章书院已经改名为堂渊文！！！
求求看到的大家动动手指！
帮忙转发！！！(求求你们了)
我不怕封号
我只希望这种恶人可以永远消失
他们真的很痛苦
不要让更多的孩子收到这种残忍的刑法
谢谢各位好心人！！！！！！！！！
–转自QQ空间",2019-11-19 01:46:25
鲁迅先生，2019年了，他们还在疯狂地吃人。,2019-11-18 19:01:42
